Station,200 users,400 users,600 users (OPTIMAL),800 users,1000 users,1200 users,1400 users,1600 users,1800 users,2000 users,2200 users,2400 users
ZeroTier,0.0228783735197002,0.0434613711816067,0.0611164347855742,0.0752859027279838,0.085702563690324,0.0925755300463225,0.0965839957134109,0.0986359290708163,0.0995590991944496,0.0999268369998704,0.100057866464616,0.100100071532134
Rails,0.228516528606986,0.434106107340564,0.610450542124801,0.751979730098731,0.85602467895579,0.92467407011784,0.964711910154614,0.985207278296208,0.994428197422505,0.998101280505092,0.999410044801777,0.999831602545405
PostgreSQL,0.00842242517713108,0.0159998326173582,0.0224993528771295,0.0277156888829185,0.0315504696847665,0.0340806777359853,0.0355563509138482,0.0363117479334975,0.0366516030060345,0.0367869816922987,0.0368352187691986,0.0368507561072424
